gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3
('succo_succo_NOUN', 'di_di_ADP', 'frutta_frutta_NOUN')	18	succo di frutta	succo	di	frutta	succo	di	frutta	NOUN	ADP	NOUN
('è_essere_AUX', 'una_uno_DET', 'barzelletta_barzelletta_NOUN')	18	è una barzelletta	è	una	barzelletta	essere	uno	barzelletta	AUX	DET	NOUN
('me_me_PRON', 'serve_servire_VERB', 'una_uno_DET')	18	me serve una	me	serve	una	me	servire	uno	PRON	VERB	DET
"('detto_dire_VERB', ""l'_lo_PRON"", 'ha_avere_AUX')"	18		detto	l'	ha	dire	lo	avere	VERB	PRON	AUX
('di_di_ADP', 'essere_essere_AUX', 'ricco_ricco_ADJ')	18	di essere ricco	di	essere	ricco	di	essere	ricco	ADP	AUX	ADJ
('è_essere_AUX', 'troppo_troppo_ADV', 'stanco_stanco_ADJ')	18	è troppo stanco	è	troppo	stanco	essere	troppo	stanco	AUX	ADV	ADJ
('sono_essere_AUX', 'nella_in_ADP', 'stessa_stesso_ADJ')	18	sono nella stessa	sono	nella	stessa	essere	in	stesso	AUX	ADP	ADJ
('sarai_essere_AUX', 'in_in_ADP', 'grado_grado_NOUN')	18	sarai in grado	sarai	in	grado	essere	in	grado	AUX	ADP	NOUN
"(""cos'_cosa_PRON"", 'è_essere_AUX', 'la_il_DET')"	18	cos'è la	cos'	è	la	cosa	essere	il	PRON	AUX	DET
('non_non_ADV', 'ha_avere_VERB', 'pianto_pianto_NOUN')	18	non ha pianto	non	ha	pianto	non	avere	pianto	ADV	VERB	NOUN
('fare_fare_VERB', 'molte_molto_DET', 'cose_cosa_NOUN')	18	fare molte cose	fare	molte	cose	fare	molto	cosa	VERB	DET	NOUN
('giovane_giovane_ADJ', 'per_per_ADP', 'guidare_guidare_VERB')	18	giovane per guidare	giovane	per	guidare	giovane	per	guidare	ADJ	ADP	VERB
('i_il_DET', 'suoi_suo_DET', 'nemici_nemico_NOUN')	18	istrutto i suoi nemici	i	suoi	nemici	il	suo	nemico	DET	DET	NOUN
('è_essere_AUX', 'un_uno_DET', 'prete_prete_NOUN')	18	è un prete	è	un	prete	essere	uno	prete	AUX	DET	NOUN
('di_di_ADP', 'cui_cui_PRON', 'abbiamo_avere_VERB')	18	di cui abbiamo	di	cui	abbiamo	di	cui	avere	ADP	PRON	VERB
('cui_cui_PRON', 'abbiamo_avere_VERB', 'bisogno_bisogno_NOUN')	18	cui abbiamo bisogno	cui	abbiamo	bisogno	cui	avere	bisogno	PRON	VERB	NOUN
('di_di_ADP', 'me_me_PRON', 'stessa_stesso_ADJ')	18	di me stessa	di	me	stessa	di	me	stesso	ADP	PRON	ADJ
('qualche_qualche_DET', 'parte_parte_NOUN', 'questa_questo_DET')	18	qualche parte questa	qualche	parte	questa	qualche	parte	questo	DET	NOUN	DET
('non_non_ADV', 'posso_potere_AUX', 'dirvi_dire_VERB')	18	non posso dirvi	non	posso	dirvi	non	potere	dire	ADV	AUX	VERB
('parte_parte_NOUN', 'questa_questo_DET', 'estate_estate_NOUN')	18	parte questa estate	parte	questa	estate	parte	questo	estate	NOUN	DET	NOUN
('ho_avere_AUX', 'dato_dare_VERB', 'una_uno_DET')	18	ho dato una	ho	dato	una	avere	dare	uno	AUX	VERB	DET
"('è_essere_AUX', 'convertito_convertire_VERB', ""all'_a_ADP"")"	18	è convertito all'	è	convertito	all'	essere	convertire	a	AUX	VERB	ADP
('quello_quello_PRON', 'che_che_PRON', 'riesco_riuscire_VERB')	18	quello che riesco	quello	che	riesco	quello	che	riuscire	PRON	PRON	VERB
('non_non_ADV', 'sarai_essere_AUX', 'mai_mai_ADV')	18	non sarai mai	non	sarai	mai	non	essere	mai	ADV	AUX	ADV
('promesso_promettere_VERB', 'di_di_ADP', 'fare_fare_VERB')	18	promesso di fare	promesso	di	fare	promettere	di	fare	VERB	ADP	VERB
('le_le_PRON', 'dia_dare_VERB', 'un_uno_DET')	18	le dia un	le	dia	un	le	dare	uno	PRON	VERB	DET
('qui_qui_ADV', 'così_così_ADV', 'presto_presto_ADV')	18	qui così presto	qui	così	presto	qui	così	presto	ADV	ADV	ADV
('tu_tu_PRON', 'hai_avere_VERB', 'la_il_DET')	18	tu hai la	tu	hai	la	tu	avere	il	PRON	VERB	DET
('mai_mai_ADV', 'mangiato_mangiare_VERB', 'le_il_DET')	18	mai mangiato le	mai	mangiato	le	mai	mangiare	il	ADV	VERB	DET
('avete_avere_AUX', 'mai_mai_ADV', 'detto_dire_VERB')	18	avete mai detto	avete	mai	detto	avere	mai	dire	AUX	ADV	VERB
('non_non_ADV', 'andare_andare_VERB', 'lì_lì_ADV')	18	non andare lì	non	andare	lì	non	andare	lì	ADV	VERB	ADV
('mi_mi_PRON', 'ha_avere_AUX', 'preparato_preparare_VERB')	18	mi ha preparato	mi	ha	preparato	mi	avere	preparare	PRON	AUX	VERB
('che_che_DET', 'tipi_tipo_NOUN', 'di_di_ADP')	18	che tipi di	che	tipi	di	che	tipo	di	DET	NOUN	ADP
('del_di_ADP', 'mio_mio_DET', 'amico_amico_NOUN')	18	del mio amico	del	mio	amico	di	mio	amico	ADP	DET	NOUN
('le_il_DET', 'patatine_patatina_NOUN', 'fritte_fritto_ADJ')	18	le patatine fritte	le	patatine	fritte	il	patatina	fritto	DET	NOUN	ADJ
('di_di_ADP', 'un_uno_DET', 'dizionario_dizionario_NOUN')	18	di un dizionario	di	un	dizionario	di	uno	dizionario	ADP	DET	NOUN
('quanto_quanto_PRON', 'è_essere_AUX', 'distante_distante_ADJ')	18	quanto è distante	quanto	è	distante	quanto	essere	distante	PRON	AUX	ADJ
('mostrato_mostrare_VERB', 'il_il_DET', 'suo_suo_DET')	18	mostrato il suo	mostrato	il	suo	mostrare	il	suo	VERB	DET	DET
('bevuto_bere_VERB', 'il_il_DET', 'suo_suo_DET')	18	bevuto il suo	bevuto	il	suo	bere	il	suo	VERB	DET	DET
('il_il_DET', 'gatto_gatto_NOUN', 'si_si_PRON')	18	il gatto si	il	gatto	si	il	gatto	si	DET	NOUN	PRON
('le_il_DET', 'cipolle_cipolla_NOUN', 'crude_crude_ADJ')	18	le cipolle crude	le	cipolle	crude	il	cipolla	crude	DET	NOUN	ADJ
"('sia_essere_AUX', ""un'_uno_DET"", 'idea_idea_NOUN')"	18	sia un'idea	sia	un'	idea	essere	uno	idea	AUX	DET	NOUN
('io_io_PRON', 'sarò_essere_AUX', 'la_il_DET')	18	io sarò la	io	sarò	la	io	essere	il	PRON	AUX	DET
('per_per_ADP', 'nulla_nulla_PRON', 'il_il_DET')	18	per nulla il	per	nulla	il	per	nulla	il	ADP	PRON	DET
('veramente_veramente_ADV', 'bisogno_bisogno_NOUN', 'di_di_ADP')	18	veramente bisogno di	veramente	bisogno	di	veramente	bisogno	di	ADV	NOUN	ADP
('che_che_SCONJ', 'avevano_avere_VERB', 'un_uno_DET')	18	che avevano un	che	avevano	un	che	avere	uno	SCONJ	VERB	DET
('di_di_ADP', 'sentire_sentire_VERB', 'le_il_DET')	18	di sentire le	di	sentire	le	di	sentire	il	ADP	VERB	DET
('di_di_ADP', 'aver_avere_AUX', 'mentito_mentire_VERB')	18	di aver mentito	di	aver	mentito	di	avere	mentire	ADP	AUX	VERB
('una_uno_DET', 'ragazza_ragazzo_NOUN', 'di_di_ADP')	18	una ragazza di	una	ragazza	di	uno	ragazzo	di	DET	NOUN	ADP
"(""c'_ci_PRON"", 'è_essere_VERB', 'acqua_acqua_NOUN')"	18	c'è acqua	c'	è	acqua	ci	essere	acqua	PRON	VERB	NOUN
('è_essere_AUX', 'un_uno_DET', 'eroe_eroe_NOUN')	18	è un eroe	è	un	eroe	essere	uno	eroe	AUX	DET	NOUN
('perso_perdere_VERB', 'la_il_DET', 'chiave_chiave_NOUN')	18	perso la chiave	perso	la	chiave	perdere	il	chiave	VERB	DET	NOUN
('ha_avere_AUX', 'mai_mai_ADV', 'visitato_visitare_VERB')	18	ha mai visitato	ha	mai	visitato	avere	mai	visitare	AUX	ADV	VERB
('un_uno_DET', 'membro_membro_NOUN', 'della_di_ADP')	18	un membro della	un	membro	della	uno	membro	di	DET	NOUN	ADP
('tu_tu_PRON', 'mi_mi_PRON', 'ami_amare_VERB')	18	tu mi ami	tu	mi	ami	tu	mi	amare	PRON	PRON	VERB
('io_io_PRON', 'sto_essere_AUX', 'morendo_morire_VERB')	18	io sto morendo	io	sto	morendo	io	essere	morire	PRON	AUX	VERB
('quello_quello_PRON', 'che_che_PRON', 'vogliono_volere_VERB')	18	quello che vogliono	quello	che	vogliono	quello	che	volere	PRON	PRON	VERB
('una_uno_DET', 'donna_donna_NOUN', 'molto_molto_ADV')	18	una donna molto	una	donna	molto	uno	donna	molto	DET	NOUN	ADV
('ho_avere_AUX', 'letto_leggere_VERB', 'tutti_tutto_DET')	18	ho letto tutti	ho	letto	tutti	avere	leggere	tutto	AUX	VERB	DET
('paura_paura_NOUN', 'di_di_ADP', 'noi_noi_PRON')	18	paura di noi	paura	di	noi	paura	di	noi	NOUN	ADP	PRON
('qualcosa_qualcosa_PRON', 'di_di_ADP', 'divertente_divertente_ADJ')	18	qualcosa di divertente	qualcosa	di	divertente	qualcosa	di	divertente	PRON	ADP	ADJ
('tutti_tutto_DET', 'i_il_DET', 'ragazzi_ragazzo_NOUN')	18	tutti i ragazzi	tutti	i	ragazzi	tutto	il	ragazzo	DET	DET	NOUN
"('con_con_ADP', ""l'_il_DET"", 'originale_originale_NOUN')"	18	con l'originale	con	l'	originale	con	il	originale	ADP	DET	NOUN
"(""cos'_cos'_PRON"", 'ho_avere_AUX', 'trovato_trovare_VERB')"	18	cos'ho trovato	cos'	ho	trovato	cos'	avere	trovare	PRON	AUX	VERB
('il_il_DET', 'tuo_tuo_DET', 'primo_primo_ADJ')	18	il tuo primo	il	tuo	primo	il	tuo	primo	DET	DET	ADJ
('era_essere_AUX', 'molto_molto_ADV', 'buono_buono_ADJ')	18	era molto buono	era	molto	buono	essere	molto	buono	AUX	ADV	ADJ
('niente_niente_PRON', 'per_per_ADP', 'me_me_PRON')	18	niente per me	niente	per	me	niente	per	me	PRON	ADP	PRON
('zuppa_zuppa_NOUN', 'ai_a_ADP', 'funghi_fungo_NOUN')	18	zuppa ai funghi	zuppa	ai	funghi	zuppa	a	fungo	NOUN	ADP	NOUN
('chiesto_chiedere_VERB', 'a_a_ADP', 'lei_lei_PRON')	18	chiesto a lei	chiesto	a	lei	chiedere	a	lei	VERB	ADP	PRON
('mai_mai_ADV', 'letto_leggere_VERB', 'delle_di_ADP')	18	mai letto delle	mai	letto	delle	mai	leggere	di	ADV	VERB	ADP
('mangiato_mangiare_VERB', 'il_il_DET', 'sushi_suso_NOUN')	18	mangiato il sushi	mangiato	il	sushi	mangiare	il	suso	VERB	DET	NOUN
('più_più_ADV', 'soldi_soldo_NOUN', 'di_di_ADP')	18	più soldi	più	soldi	di	più	soldo	di	ADV	NOUN	ADP
('che_che_DET', 'cosa_cosa_PRON', 'succede_succedere_VERB')	18	che cosa succede	che	cosa	succede	che	cosa	succedere	DET	PRON	VERB
('questo_questo_PRON', 'potrebbe_potere_AUX', 'essere_essere_AUX')	18	questo potrebbe essere	questo	potrebbe	essere	questo	potere	essere	PRON	AUX	AUX
('passato_passare_VERB', 'una_uno_DET', 'buona_buono_ADJ')	18	passato una buona	passato	una	buona	passare	uno	buono	VERB	DET	ADJ
('del_di_ADP', 'suo_suo_DET', 'cane_cane_NOUN')	18	del suo cane	del	suo	cane	di	suo	cane	ADP	DET	NOUN
('dice_dire_VERB', 'che_che_SCONJ', 'era_essere_AUX')	18	dice che era	dice	che	era	dire	che	essere	VERB	SCONJ	AUX
('capitano_capitano_NOUN', 'della_di_ADP', 'squadra_squadra_NOUN')	18	capitano della squadra	capitano	della	squadra	capitano	di	squadra	NOUN	ADP	NOUN
('letto_leggere_VERB', 'delle_di_ADP', 'poesie_poesia_NOUN')	18	letto delle poesie	letto	delle	poesie	leggere	di	poesia	VERB	ADP	NOUN
('assomiglia_assomigliare_VERB', 'molto_molto_ADV', 'a_a_ADP')	18	a	assomiglia	molto	a	assomigliare	molto	a	VERB	ADV	ADP
('perché_perché_ADV', 'è_essere_AUX', 'ancora_ancora_ADV')	18	perché è ancora	perché	è	ancora	perché	essere	ancora	ADV	AUX	ADV
('in_in_ADP', 'che_che_DET', 'tipo_tipo_NOUN')	18	in che tipo	in	che	tipo	in	che	tipo	ADP	DET	NOUN
('non_non_ADV', 'posso_potere_AUX', 'credere_credere_VERB')	18	non posso credere	non	posso	credere	non	potere	credere	ADV	AUX	VERB
('volte_volta_NOUN', 'la_il_DET', 'settimana_settimana_NOUN')	18	volte la settimana	volte	la	settimana	volta	il	settimana	NOUN	DET	NOUN
('va_andare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	18	va a casa	va	a	casa	andare	a	casa	VERB	ADP	NOUN
('trovato_trovare_VERB', 'la_il_DET', 'sua_suo_DET')	18	trovato la sua	trovato	la	sua	trovare	il	suo	VERB	DET	DET
"('un_uno_DET', ""po'_poco_ADV"", 'paranoico_paranoico_ADJ')"	18	un po' paranoico	un	po'	paranoico	uno	poco	paranoico	DET	ADV	ADJ
('sto_stare_AUX', 'ancora_ancora_ADV', 'aspettando_aspettare_VERB')	18	sto ancora aspettando	sto	ancora	aspettando	stare	ancora	aspettare	AUX	ADV	VERB
('comprato_comprare_VERB', 'quel_quello_DET', 'libro_libro_NOUN')	18	comprato quel libro	comprato	quel	libro	comprare	quello	libro	VERB	DET	NOUN
('che_che_SCONJ', 'non_non_ADV', 'li_li_PRON')	18	che non li	che	non	li	che	non	li	SCONJ	ADV	PRON
('nostra_nostro_DET', 'casa_casa_NOUN', 'è_essere_AUX')	18	nostra casa è	nostra	casa	è	nostro	casa	essere	DET	NOUN	AUX
('non_non_ADV', 'le_le_PRON', 'riesco_riuscire_VERB')	18	non le riesco	non	le	riesco	non	le	riuscire	ADV	PRON	VERB
('che_che_SCONJ', 'fosse_essere_AUX', 'una_uno_DET')	18	che fosse una	che	fosse	una	che	essere	uno	SCONJ	AUX	DET
('che_che_SCONJ', 'io_io_PRON', 'stia_essere_AUX')	18	che io stia	che	io	stia	che	io	essere	SCONJ	PRON	AUX
('lei_lei_PRON', 'ha_avere_VERB', 'molti_molto_DET')	18	lei ha molti	lei	ha	molti	lei	avere	molto	PRON	VERB	DET
('trovare_trovare_VERB', 'un_uno_DET', 'impiego_impiego_NOUN')	18	trovare un impiego	trovare	un	impiego	trovare	uno	impiego	VERB	DET	NOUN
('non_non_ADV', 'la_la_PRON', 'conosco_conoscere_VERB')	18	non la conosco	non	la	conosco	non	la	conoscere	ADV	PRON	VERB
('di_di_ADP', 'nascondere_nascondere_VERB', 'il_il_DET')	18	di nascondere il	di	nascondere	il	di	nascondere	il	ADP	VERB	DET
('che_che_SCONJ', 'io_io_PRON', 'abbia_avere_AUX')	18	che io abbia	che	io	abbia	che	io	avere	SCONJ	PRON	AUX
('ha_avere_AUX', 'passato_passare_VERB', 'a_a_ADP')	18	ha	ha	passato	a	avere	passare	a	AUX	VERB	ADP
('è_essere_AUX', 'rimasto_rimanere_VERB', 'ferito_ferire_VERB')	18	è rimasto ferito	è	rimasto	ferito	essere	rimanere	ferire	AUX	VERB	VERB
('guidare_guidare_VERB', 'la_il_DET', 'sua_suo_DET')	18	guidare la sua	guidare	la	sua	guidare	il	suo	VERB	DET	DET
('erano_essere_AUX', 'molto_molto_ADV', 'felici_felice_ADJ')	18	erano molto felici	erano	molto	felici	essere	molto	felice	AUX	ADV	ADJ
('abbiamo_avere_AUX', 'cercato_cercare_VERB', 'di_di_ADP')	18	abbiamo cercato di	abbiamo	cercato	di	avere	cercare	di	AUX	VERB	ADP
('sempre_sempre_ADV', 'di_di_ADP', 'più_più_ADV')	18	sempre di più	sempre	di	più	sempre	di	più	ADV	ADP	ADV
('darmi_dare_VERB', 'un_uno_DET', 'passaggio_passaggio_NOUN')	18	darmi un passaggio	darmi	un	passaggio	dare	uno	passaggio	VERB	DET	NOUN
('piace_piacere_VERB', 'viaggiare_viaggiare_VERB', 'da_da_ADP')	18	piace viaggiare da	piace	viaggiare	da	piacere	viaggiare	da	VERB	VERB	ADP
('andrò_andare_VERB', 'a_a_ADP', 'trovare_trovare_VERB')	18	andrò a trovare	andrò	a	trovare	andare	a	trovare	VERB	ADP	VERB
('qui_qui_ADV', 'per_per_ADP', 'aiutarmi_aiutare_VERB')	18	qui per aiutarmi	qui	per	aiutarmi	qui	per	aiutare	ADV	ADP	VERB
('le_il_DET', 'nostre_nostro_DET', 'vite_vita_NOUN')	18	le nostre vite	le	nostre	vite	il	nostro	vita	DET	DET	NOUN
('capelli_capello_NOUN', 'di_di_ADP', 'rosso_rosso_NOUN')	18	capelli di rosso	capelli	di	rosso	capello	di	rosso	NOUN	ADP	NOUN
('perché_perché_ADV', 'le_le_PRON', 'piace_piacere_VERB')	18	perché le piace	perché	le	piace	perché	le	piacere	ADV	PRON	VERB
('posso_potere_AUX', 'fare_fare_VERB', 'questo_questo_PRON')	18	posso fare questo	posso	fare	questo	potere	fare	questo	AUX	VERB	PRON
('portato_portare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	18	portato a casa	portato	a	casa	portare	a	casa	VERB	ADP	NOUN
('con_con_ADP', 'cui_cui_PRON', 'suonare_suonare_VERB')	18	con cui suonare	con	cui	suonare	con	cui	suonare	ADP	PRON	VERB
('starò_stare_VERB', 'a_a_ADP', 'casa_casa_NOUN')	18	starò a casa	starò	a	casa	stare	a	casa	VERB	ADP	NOUN
('ho_avere_VERB', 'un_uno_DET', 'problema_problema_NOUN')	18	ho un problema	ho	un	problema	avere	uno	problema	VERB	DET	NOUN
('andiamo_andare_VERB', 'a_a_ADP', 'scuola_scuola_NOUN')	18	andiamo a scuola	andiamo	a	scuola	andare	a	scuola	VERB	ADP	NOUN
('quasi_quasi_ADV', 'alto_alto_ADJ', 'come_come_ADP')	18	quasi alto come	quasi	alto	come	quasi	alto	come	ADV	ADJ	ADP
('è_essere_AUX', 'rotta_rompere_VERB', 'la_il_DET')	18	è rotta la	è	rotta	la	essere	rompere	il	AUX	VERB	DET
('va_andare_VERB', 'a_a_ADP', 'lavorare_lavorare_VERB')	18	va a lavorare	va	a	lavorare	andare	a	lavorare	VERB	ADP	VERB
('che_che_DET', 'ora_ora_NOUN', 'parte_partire_VERB')	18	che ora parte	che	ora	parte	che	ora	partire	DET	NOUN	VERB
('di_di_ADP', 'non_non_ADV', 'fumare_fumare_VERB')	18	di non fumare	di	non	fumare	di	non	fumare	ADP	ADV	VERB
('così_così_ADV', 'orgoglioso_orgoglioso_ADJ', 'di_di_ADP')	18	così orgoglioso di	così	orgoglioso	di	così	orgoglioso	di	ADV	ADJ	ADP
"('insegna_insegnare_VERB', ""l'_il_DET"", 'inglese_inglese_NOUN')"	18	insegna l'inglese	insegna	l'	inglese	insegnare	il	inglese	VERB	DET	NOUN
('la_il_DET', 'casa_casa_NOUN', 'in_in_ADP')	18	la casa in	la	casa	in	il	casa	in	DET	NOUN	ADP
"(""cos'_cos'_PRON"", 'ho_avere_AUX', 'fatto_fare_VERB')"	18	cos'ho fatto	cos'	ho	fatto	cos'	avere	fare	PRON	AUX	VERB
('imparare_imparare_VERB', 'ad_a_ADP', 'andare_andare_VERB')	18	imparare ad andare	imparare	ad	andare	imparare	a	andare	VERB	ADP	VERB
('ce_ce_PRON', 'ne_ne_PRON', 'siamo_essere_AUX')	18	ce ne siamo	ce	ne	siamo	ce	ne	essere	PRON	PRON	AUX
('ci_ci_PRON', 'sono_essere_VERB', 'nella_in_ADP')	18	ci sono nella	ci	sono	nella	ci	essere	in	PRON	VERB	ADP
('dicono_dire_VERB', 'di_di_ADP', 'non_non_ADV')	18	dicono di non	dicono	di	non	dire	di	non	VERB	ADP	ADV
('al_a_ADP', 'telefono_telefono_NOUN', 'con_con_ADP')	18	al telefono con	al	telefono	con	a	telefono	con	ADP	NOUN	ADP
('la_il_DET', 'casa_casa_NOUN', 'era_essere_AUX')	18	la casa era	la	casa	era	il	casa	essere	DET	NOUN	AUX
('pieno_pieno_ADJ', 'di_di_ADP', 'energia_energia_NOUN')	18	pieno di energia	pieno	di	energia	pieno	di	energia	ADJ	ADP	NOUN
('sono_essere_AUX', 'troppo_troppo_ADV', 'vecchio_vecchio_ADJ')	18	sono troppo vecchio	sono	troppo	vecchio	essere	troppo	vecchio	AUX	ADV	ADJ
"('comprato_comprare_VERB', ""un'_uno_DET"", 'automobile_automobile_NOUN')"	18	comprato un'automobile	comprato	un'	automobile	comprare	uno	automobile	VERB	DET	NOUN
('lui_lui_PRON', 'piacciono_piacere_VERB', 'i_il_DET')	18	lui	lui	piacciono	i	lui	piacere	il	PRON	VERB	DET
('al_a_ADP', 'sicuro_sicuro_ADJ', 'adesso_adesso_ADV')	18	al sicuro adesso	al	sicuro	adesso	a	sicuro	adesso	ADP	ADJ	ADV
('la_il_DET', 'stessa_stesso_ADJ', 'domanda_domanda_NOUN')	18	la stessa domanda	la	stessa	domanda	il	stesso	domanda	DET	ADJ	NOUN
('i_il_DET', 'suoi_suo_DET', 'giocattoli_giocattolo_NOUN')	18	i suoi giocattoli	i	suoi	giocattoli	il	suo	giocattolo	DET	DET	NOUN
('non_non_ADV', 'la_la_PRON', 'sta_stare_AUX')	18	non la sta	non	la	sta	non	la	stare	ADV	PRON	AUX
('ha_avere_VERB', 'molte_molto_DET', 'cose_cosa_NOUN')	18	ha molte cose	ha	molte	cose	avere	molto	cosa	VERB	DET	NOUN
('casa_casa_NOUN', 'è_essere_AUX', 'la_il_DET')	18		casa	è	la	casa	essere	il	NOUN	AUX	DET
('cambiato_cambiare_VERB', 'la_il_DET', 'vita_vita_NOUN')	18	cambiato la vita	cambiato	la	vita	cambiare	il	vita	VERB	DET	NOUN
('non_non_ADV', 'so_sapere_VERB', 'parlare_parlare_VERB')	18	non so parlare	non	so	parlare	non	sapere	parlare	ADV	VERB	VERB
('suo_suo_DET', 'padre_padre_NOUN', 'era_essere_AUX')	18	suo padre era	suo	padre	era	suo	padre	essere	DET	NOUN	AUX
('pensa_pensare_VERB', 'che_che_SCONJ', 'questo_questo_PRON')	18	pensa che questo	pensa	che	questo	pensare	che	questo	VERB	SCONJ	PRON
('lasciato_lasciare_VERB', 'la_il_DET', 'scuola_scuola_NOUN')	18	lasciato la scuola	lasciato	la	scuola	lasciare	il	scuola	VERB	DET	NOUN
('che_che_SCONJ', 'mi_mi_PRON', 'amava_amare_VERB')	18	che mi amava	che	mi	amava	che	mi	amare	SCONJ	PRON	VERB
('non_non_ADV', 'vive_vivere_VERB', 'più_più_ADV')	18	non vive più	non	vive	più	non	vivere	più	ADV	VERB	ADV
('il_il_DET', 'mio_mio_DET', 'punto_punto_NOUN')	18	il mio punto	il	mio	punto	il	mio	punto	DET	DET	NOUN
('dimenticò_dimenticare_VERB', 'il_il_DET', 'suo_suo_DET')	18	dimenticò il suo	dimenticò	il	suo	dimenticare	il	suo	VERB	DET	DET
('il_il_DET', 'tuo_tuo_DET', 'dizionario_dizionario_NOUN')	18	il tuo dizionario	il	tuo	dizionario	il	tuo	dizionario	DET	DET	NOUN
('libro_libro_NOUN', 'in_in_ADP', 'francese_francese_NOUN')	18	libro in francese	libro	in	francese	libro	in	francese	NOUN	ADP	NOUN
('bravo_bravo_ADJ', 'a_a_ADP', 'golf_golf_NOUN')	18	bravo a golf	bravo	a	golf	bravo	a	golf	ADJ	ADP	NOUN
('ha_avere_AUX', 'partecipato_partecipare_VERB', 'alla_a_ADP')	18	ha partecipato alla	ha	partecipato	alla	avere	partecipare	a	AUX	VERB	ADP
('la_il_DET', 'patente_patente_NOUN', 'di_di_ADP')	18	la patente di	la	patente	di	il	patente	di	DET	NOUN	ADP
('io_io_PRON', 'mi_mi_PRON', 'sbagliavo_sbagliare_VERB')	18	io mi sbagliavo	io	mi	sbagliavo	io	mi	sbagliare	PRON	PRON	VERB
('berbero_berbero_NOUN', 'a_a_ADP', 'scuola_scuola_NOUN')	18	berbero a scuola	berbero	a	scuola	berbero	a	scuola	NOUN	ADP	NOUN
('non_non_ADV', 'sono_essere_AUX', 'pronta_pronto_ADJ')	18	non sono pronta	non	sono	pronta	non	essere	pronto	ADV	AUX	ADJ
('un_uno_DET', 'fratello_fratello_NOUN', 'gemello_gemello_ADJ')	18	un fratello gemello	un	fratello	gemello	uno	fratello	gemello	DET	NOUN	ADJ
('detto_dire_VERB', 'che_che_SCONJ', 'lui_lui_PRON')	18	detto che lui	detto	che	lui	dire	che	lui	VERB	SCONJ	PRON
('non_non_ADV', 'mi_mi_PRON', 'sentivo_sentire_VERB')	18	non mi sentivo	non	mi	sentivo	non	mi	sentire	ADV	PRON	VERB
('a_a_ADP', 'chi_chi_PRON', 'importa_importare_VERB')	18	a chi importa	a	chi	importa	a	chi	importare	ADP	PRON	VERB
('il_il_DET', 'cui_cui_DET', 'padre_padre_NOUN')	18	il cui padre	il	cui	padre	il	cui	padre	DET	DET	NOUN
('cui_cui_DET', 'padre_padre_NOUN', 'è_essere_AUX')	18	cui padre è	cui	padre	è	cui	padre	essere	DET	NOUN	AUX
('francese_francese_NOUN', 'non_non_ADV', 'è_essere_AUX')	18	francese non è	francese	non	è	francese	non	essere	NOUN	ADV	AUX
('sono_essere_AUX', 'allergico_allergico_ADJ', 'al_a_ADP')	18	sono al	sono	allergico	al	essere	allergico	a	AUX	ADJ	ADP
('fiori_fiore_NOUN', 'nel_in_ADP', 'giardino_giardino_NOUN')	18	fiori nel giardino	fiori	nel	giardino	fiore	in	giardino	NOUN	ADP	NOUN
('rotto_rompere_VERB', 'il_il_DET', 'braccio_braccio_NOUN')	18	rotto il braccio	rotto	il	braccio	rompere	il	braccio	VERB	DET	NOUN
('libro_libro_NOUN', 'appartiene_appartenere_VERB', 'a_a_ADP')	18	libro a	libro	appartiene	a	libro	appartenere	a	NOUN	VERB	ADP
('non_non_ADV', 'voglio_volere_AUX', 'comprare_comprare_VERB')	18	non voglio comprare	non	voglio	comprare	non	volere	comprare	ADV	AUX	VERB
('su_su_ADP', 'una_uno_DET', 'barca_barca_NOUN')	18	su una barca	su	una	barca	su	uno	barca	ADP	DET	NOUN
('tutta_tutto_DET', 'la_il_DET', 'mattinata_mattinata_NOUN')	18	tutta la mattinata	tutta	la	mattinata	tutto	il	mattinata	DET	DET	NOUN
('il_il_DET', 'suo_suo_DET', 'drink_drink_NOUN')	18	il suo drink	il	suo	drink	il	suo	drink	DET	DET	NOUN
('ha_avere_AUX', 'minacciato_minacciare_VERB', 'di_di_ADP')	18	ha minacciato di	ha	minacciato	di	avere	minacciare	di	AUX	VERB	ADP
('finito_finire_VERB', 'di_di_ADP', 'parlare_parlare_VERB')	18	finito di parlare	finito	di	parlare	finire	di	parlare	VERB	ADP	VERB
('casa_casa_NOUN', 'è_essere_AUX', 'in_in_ADP')	18	casa è in	casa	è	in	casa	essere	in	NOUN	AUX	ADP
('piaciuto_piacere_VERB', 'parlare_parlare_VERB', 'con_con_ADP')	18	piaciuto parlare con	piaciuto	parlare	con	piacere	parlare	con	VERB	VERB	ADP
('è_essere_AUX', 'morto_morire_VERB', 'per_per_ADP')	18	è morto per	è	morto	per	essere	morire	per	AUX	VERB	ADP
('ci_ci_PRON', 'serve_servire_VERB', 'il_il_DET')	18	ci serve il	ci	serve	il	ci	servire	il	PRON	VERB	DET
('casa_casa_NOUN', 'con_con_ADP', 'i_il_DET')	18	casa con i	casa	con	i	casa	con	il	NOUN	ADP	DET
('fa_fare_VERB', 'quello_quello_PRON', 'che_che_PRON')	18	fa quello che	fa	quello	che	fare	quello	che	VERB	PRON	PRON
