gram3_key	count	substr	term_1	term_2	term_3	lemma_1	lemma_2	lemma_3	pos_1	pos_2	pos_3	translation_en
('che_che_PRON', 'ho_avere_AUX', 'fatto_fare_VERB')	7	che ho fatto	che	ho	fatto	che	avere	fare	PRON	AUX	VERB	
('arrabbiato_arrabbiare_VERB', 'con_con_ADP', 'te_te_PRON')	7	arrabbiato con te	arrabbiato	con	te	arrabbiare	con	te	VERB	ADP	PRON	
('non_non_ADV', 'sembra_sembrare_VERB', 'molto_molto_ADV')	7	non sembra molto	non	sembra	molto	non	sembrare	molto	ADV	VERB	ADV	
('la_il_DET', 'sua_suo_DET', 'matita_matita_NOUN')	7	la sua matita	la	sua	matita	il	suo	matita	DET	DET	NOUN	
('è_essere_AUX', 'il_il_DET', 'solo_solo_ADJ')	7	è il solo	è	il	solo	essere	il	solo	AUX	DET	ADJ	
('squadra_squadra_NOUN', 'di_di_ADP', 'calcio_calcio_NOUN')	7	squadra di calcio	squadra	di	calcio	squadra	di	calcio	NOUN	ADP	NOUN	
('ha_avere_AUX', 'mai_mai_ADV', 'parlato_parlare_VERB')	7	ha mai parlato	ha	mai	parlato	avere	mai	parlare	AUX	ADV	VERB	
('la_il_DET', 'tua_tuo_DET', 'auto_auto_NOUN')	7	la tua auto	la	tua	auto	il	tuo	auto	DET	DET	NOUN	
('questo_questo_PRON', 'è_essere_AUX', 'tutto_tutto_PRON')	7	questo è tutto	questo	è	tutto	questo	essere	tutto	PRON	AUX	PRON	
('quella_quello_PRON', 'che_che_PRON', 'ha_avere_AUX')	7	quella che ha	quella	che	ha	quello	che	avere	PRON	PRON	AUX	
('ha_avere_AUX', 'pulito_pulito_VERB', 'la_il_DET')	7	ha pulito la	ha	pulito	la	avere	pulito	il	AUX	VERB	DET	
('detto_dire_VERB', 'che_che_SCONJ', 'ti_ti_PRON')	7	detto che ti	detto	che	ti	dire	che	ti	VERB	SCONJ	PRON	
('è_essere_AUX', 'un_uno_DET', 'vero_vero_ADJ')	7	è un vero	è	un	vero	essere	uno	vero	AUX	DET	ADJ	
('si_si_PRON', 'è_essere_AUX', 'nascosto_nascondere_VERB')	7	si è nascosto	si	è	nascosto	si	essere	nascondere	PRON	AUX	VERB	
('state_essere_AUX', 'cercando_cercare_VERB', 'di_di_ADP')	7	state cercando di	state	cercando	di	essere	cercare	di	AUX	VERB	ADP	
('ne_ne_PRON', 'sono_essere_AUX', 'andati_andare_VERB')	7	ne sono andati	ne	sono	andati	ne	essere	andare	PRON	AUX	VERB	
('ha_avere_AUX', 'risposto_rispondere_VERB', 'alla_a_ADP')	7	ha risposto alla	ha	risposto	alla	avere	rispondere	a	AUX	VERB	ADP	
('fare_fare_VERB', 'questo_questo_PRON', 'per_per_ADP')	7	fare questo per	fare	questo	per	fare	questo	per	VERB	PRON	ADP	
('dare_dare_VERB', 'questo_questo_PRON', 'a_a_ADP')	7	da	dare	questo	a	dare	questo	a	VERB	PRON	ADP	
('pulito_pulito_VERB', 'la_il_DET', 'sua_suo_DET')	7	pulito la sua	pulito	la	sua	pulito	il	suo	VERB	DET	DET	
('fare_fare_VERB', 'il_il_DET', 'lavoro_lavoro_NOUN')	7	fare il lavoro	fare	il	lavoro	fare	il	lavoro	VERB	DET	NOUN	
('bene_bene_ADV', 'a_a_ADP', 'basket_basket_NOUN')	7	bene a basket	bene	a	basket	bene	a	basket	ADV	ADP	NOUN	
('pronta_pronto_ADJ', 'a_a_ADP', 'farlo_fare_VERB')	7	pronta a farlo	pronta	a	farlo	pronto	a	fare	ADJ	ADP	VERB	
('che_che_SCONJ', 'lei_lei_PRON', 'abbia_avere_AUX')	7	che lei abbia	che	lei	abbia	che	lei	avere	SCONJ	PRON	AUX	
('vi_vi_PRON', 'ho_avere_AUX', 'mai_mai_ADV')	7	vi ho mai	vi	ho	mai	vi	avere	mai	PRON	AUX	ADV	
('è_essere_AUX', 'più_più_ADV', 'facile_facile_ADJ')	7	è più facile	è	più	facile	essere	più	facile	AUX	ADV	ADJ	
('di_di_ADP', 'tutti_tutto_DET', 'i_il_DET')	7		di	tutti	i	di	tutto	il	ADP	DET	DET	
('posso_potere_AUX', 'avere_avere_VERB', 'una_uno_DET')	7	posso avere una	posso	avere	una	potere	avere	uno	AUX	VERB	DET	
('sapeva_sapere_VERB', 'che_che_SCONJ', 'non_non_ADV')	7	sapeva che non	sapeva	che	non	sapere	che	non	VERB	SCONJ	ADV	
('a_a_ADP', 'casa_casa_NOUN', 'tardi_tardi_ADV')	7	a casa tardi	a	casa	tardi	a	casa	tardi	ADP	NOUN	ADV	
('aprire_aprire_VERB', 'la_il_DET', 'porta_porta_NOUN')	7	aprire la porta	aprire	la	porta	aprire	il	porta	VERB	DET	NOUN	
"('siamo_essere_AUX', ""d'_di_ADP"", 'accordo_accordo_NOUN')"	7	siamo d'accordo	siamo	d'	accordo	essere	di	accordo	AUX	ADP	NOUN	
('chi_chi_PRON', 'è_essere_AUX', 'questo_questo_DET')	7	chi è questo	chi	è	questo	chi	essere	questo	PRON	AUX	DET	
('è_essere_AUX', 'ancora_ancora_ADV', 'a_a_ADP')	7	è a	è	ancora	a	essere	ancora	a	AUX	ADV	ADP	
('quanto_quanto_PRON', 'è_essere_AUX', 'distante_distante_ADJ')	7	quanto è distante	quanto	è	distante	quanto	essere	distante	PRON	AUX	ADJ	
('siete_essere_AUX', 'sicure_sicuro_ADJ', 'che_che_SCONJ')	7	siete sicure che	siete	sicure	che	essere	sicuro	che	AUX	ADJ	SCONJ	
('prendere_prendere_VERB', 'la_il_DET', 'sua_suo_DET')	7	prendere la sua	prendere	la	sua	prendere	il	suo	VERB	DET	DET	
('ha_avere_AUX', 'cambiato_cambiare_VERB', 'idea_idea_NOUN')	7	ha cambiato idea	ha	cambiato	idea	avere	cambiare	idea	AUX	VERB	NOUN	
('che_che_DET', 'ora_ora_NOUN', 'parte_partire_VERB')	7	che ora parte	che	ora	parte	che	ora	partire	DET	NOUN	VERB	
('il_il_DET', 'suo_suo_DET', 'diario_diario_NOUN')	7	il suo diario	il	suo	diario	il	suo	diario	DET	DET	NOUN	
('la_il_DET', 'sua_suo_DET', 'nuova_nuovo_ADJ')	7	la sua nuova	la	sua	nuova	il	suo	nuovo	DET	DET	ADJ	
('noi_noi_PRON', 'siamo_essere_AUX', 'in_in_ADP')	7	noi siamo in	noi	siamo	in	noi	essere	in	PRON	AUX	ADP	
('mai_mai_ADV', 'parlato_parlare_VERB', 'con_con_ADP')	7	mai parlato con	mai	parlato	con	mai	parlare	con	ADV	VERB	ADP	
('io_io_PRON', 'sono_essere_AUX', 'davvero_davvero_ADV')	7	io sono davvero	io	sono	davvero	io	essere	davvero	PRON	AUX	ADV	
('dietro_dietro_ADV', 'di_di_ADP', 'lei_lei_PRON')	7	dietro di lei	dietro	di	lei	dietro	di	lei	ADV	ADP	PRON	
('non_non_ADV', 'so_sapere_VERB', 'che_che_DET')	7	non so che	non	so	che	non	sapere	che	ADV	VERB	DET	
('lui_lui_PRON', 'non_non_ADV', 'piace_piacere_VERB')	7	lui non piace	lui	non	piace	lui	non	piacere	PRON	ADV	VERB	
"('non_non_ADV', ""l'_lo_PRON"", 'avete_avere_AUX')"	7	non l'avete	non	l'	avete	non	lo	avere	ADV	PRON	AUX	
"('lui_lui_PRON', 'è_essere_AUX', ""l'_il_DET"")"	7	lui è l'	lui	è	l'	lui	essere	il	PRON	AUX	DET	
('la_il_DET', 'verità_verità_NOUN', 'è_essere_VERB')	7	la verità è	la	verità	è	il	verità	essere	DET	NOUN	VERB	
('è_essere_VERB', 'qualcosa_qualcosa_PRON', 'di_di_ADP')	7	è qualcosa di	è	qualcosa	di	essere	qualcosa	di	VERB	PRON	ADP	
('che_che_PRON', 'è_essere_AUX', 'giusto_giusto_ADJ')	7	che è giusto	che	è	giusto	che	essere	giusto	PRON	AUX	ADJ	
('come_come_ADV', 'sta_stare_AUX', 'andando_andare_VERB')	7	come sta andando	come	sta	andando	come	stare	andare	ADV	AUX	VERB	
('ha_avere_VERB', 'le_il_DET', 'sue_suo_DET')	7	ha le sue	ha	le	sue	avere	il	suo	VERB	DET	DET	
('è_essere_AUX', 'facile_facile_ADJ', 'da_da_ADP')	7	è facile da	è	facile	da	essere	facile	da	AUX	ADJ	ADP	
('questo_questo_DET', 'film_film_NOUN', 'è_essere_AUX')	7	questo film è	questo	film	è	questo	film	essere	DET	NOUN	AUX	
('studia_studiare_VERB', 'il_il_DET', 'francese_francese_NOUN')	7	studia il francese	studia	il	francese	studiare	il	francese	VERB	DET	NOUN	
('avete_avere_AUX', 'preso_prendere_VERB', 'qualcosa_qualcosa_PRON')	7	avete preso qualcosa	avete	preso	qualcosa	avere	prendere	qualcosa	AUX	VERB	PRON	
('dovuto_dovere_AUX', 'andare_andare_VERB', 'a_a_ADP')	7	dovuto a	dovuto	andare	a	dovere	andare	a	AUX	VERB	ADP	
('fianco_fianco_NOUN', 'a_a_ADP', 'me_me_PRON')	7	fianco a me	fianco	a	me	fianco	a	me	NOUN	ADP	PRON	
('non_non_ADV', 'lo_lo_PRON', 'sa_sapere_VERB')	7	non lo sa	non	lo	sa	non	lo	sapere	ADV	PRON	VERB	
('il_il_DET', 'mio_mio_DET', 'rapporto_rapporto_NOUN')	7	il mio rapporto	il	mio	rapporto	il	mio	rapporto	DET	DET	NOUN	
('loro_loro_PRON', 'del_di_ADP', 'male_male_NOUN')	7	loro del male	loro	del	male	loro	di	male	PRON	ADP	NOUN	
('i_il_DET', 'vostri_vostro_DET', 'amici_amico_NOUN')	7	io voglio che i vostri amici	i	vostri	amici	il	vostro	amico	DET	DET	NOUN	
('di_di_ADP', 'imparare_imparare_VERB', 'il_il_DET')	7	di imparare il	di	imparare	il	di	imparare	il	ADP	VERB	DET	
('mi_mi_PRON', 'piace_piacere_VERB', 'parlare_parlare_VERB')	7	mi piace parlare	mi	piace	parlare	mi	piacere	parlare	PRON	VERB	VERB	
"('a_a_ADP', 'studiare_studiare_VERB', ""l'_il_DET"")"	7	ami cominciò a studiare l'	a	studiare	l'	a	studiare	il	ADP	VERB	DET	
('non_non_ADV', 'ci_ci_PRON', 'sarà_essere_VERB')	7	non ci sarà	non	ci	sarà	non	ci	essere	ADV	PRON	VERB	
('sta_stare_AUX', 'ancora_ancora_ADV', 'lavorando_lavorare_VERB')	7	sta ancora lavorando	sta	ancora	lavorando	stare	ancora	lavorare	AUX	ADV	VERB	
('sto_essere_AUX', 'cercando_cercare_VERB', 'di_di_ADP')	7	sto cercando di	sto	cercando	di	essere	cercare	di	AUX	VERB	ADP	
('sarò_essere_AUX', 'il_il_DET', 'tuo_tuo_DET')	7	sarò il tuo	sarò	il	tuo	essere	il	tuo	AUX	DET	DET	
('aprire_aprire_VERB', 'la_il_DET', 'scatola_scatola_NOUN')	7	aprire la scatola	aprire	la	scatola	aprire	il	scatola	VERB	DET	NOUN	
('gli_gli_PRON', 'dica_dire_VERB', 'di_di_ADP')	7	gli di	gli	dica	di	gli	dire	di	PRON	VERB	ADP	
('quale_quale_PRON', 'fosse_essere_AUX', 'il_il_DET')	7	quale fosse il	quale	fosse	il	quale	essere	il	PRON	AUX	DET	
('ordinato_ordinare_VERB', 'della_di_ADP', 'pizza_pizza_NOUN')	7	ordinato della pizza	ordinato	della	pizza	ordinare	di	pizza	VERB	ADP	NOUN	
('studiare_studiare_VERB', 'la_il_DET', 'musica_musica_NOUN')	7	studiare la musica	studiare	la	musica	studiare	il	musica	VERB	DET	NOUN	
('a_a_ADP', 'parlare_parlare_VERB', 'inglese_inglese_ADJ')	7	amo a parlare inglese	a	parlare	inglese	a	parlare	inglese	ADP	VERB	ADJ	
('il_il_DET', 'mio_mio_DET', 'impiego_impiego_NOUN')	7	il mio impiego	il	mio	impiego	il	mio	impiego	DET	DET	NOUN	
('lei_lei_PRON', 'piacciono_piacere_VERB', 'i_il_DET')	7	lei	lei	piacciono	i	lei	piacere	il	PRON	VERB	DET	
('fa_fare_VERB', 'ancora_ancora_ADV', 'male_male_ADV')	7	fa ancora male	fa	ancora	male	fare	ancora	male	VERB	ADV	ADV	
('anche_anche_ADV', 'a_a_ADP', 'me_me_PRON')	7	anche a me	anche	a	me	anche	a	me	ADV	ADP	PRON	
"(""l'_lo_PRON"", 'ha_avere_AUX', 'aiutata_aiutare_VERB')"	7	l'ha aiutata	l'	ha	aiutata	lo	avere	aiutare	PRON	AUX	VERB	
('mi_mi_PRON', 'è_essere_AUX', 'successo_succedere_VERB')	7	mi è successo	mi	è	successo	mi	essere	succedere	PRON	AUX	VERB	
('che_che_DET', 'ora_ora_NOUN', 'chiude_chiudere_VERB')	7	che ora chiude	che	ora	chiude	che	ora	chiudere	DET	NOUN	VERB	
('che_che_DET', 'cosa_cosa_PRON', 'vuole_volere_AUX')	7	che cosa vuole	che	cosa	vuole	che	cosa	volere	DET	PRON	AUX	
('speciale_speciale_ADJ', 'per_per_ADP', 'me_me_PRON')	7	speciale per me	speciale	per	me	speciale	per	me	ADJ	ADP	PRON	
('voglia_voglia_NOUN', 'di_di_ADP', 'andare_andare_VERB')	7	voglia di andare	voglia	di	andare	voglia	di	andare	NOUN	ADP	VERB	
('piace_piacere_VERB', 'il_il_DET', 'modo_modo_NOUN')	7	piace il modo	piace	il	modo	piacere	il	modo	VERB	DET	NOUN	
('non_non_ADV', 'posso_potere_AUX', 'venire_venire_VERB')	7	non posso venire	non	posso	venire	non	potere	venire	ADV	AUX	VERB	
('ti_ti_PRON', 'è_essere_AUX', 'piaciuta_piacere_VERB')	7	ti è piaciuta	ti	è	piaciuta	ti	essere	piacere	PRON	AUX	VERB	
('non_non_ADV', 'le_le_PRON', 'ha_avere_AUX')	7	non le ha	non	le	ha	non	le	avere	ADV	PRON	AUX	
('lo_lo_PRON', 'avete_avere_AUX', 'visto_vedere_VERB')	7	lo avete visto	lo	avete	visto	lo	avere	vedere	PRON	AUX	VERB	
('chiuso_chiudere_VERB', 'a_a_ADP', 'chiave_chiave_NOUN')	7	chiuso a chiave	chiuso	a	chiave	chiudere	a	chiave	VERB	ADP	NOUN	
('giocare_giocare_VERB', 'a_a_ADP', 'carte_carta_NOUN')	7	giocare a carte	giocare	a	carte	giocare	a	carta	VERB	ADP	NOUN	
('si_si_PRON', 'è_essere_AUX', 'arrabbiato_arrabbiare_VERB')	7	si è arrabbiato	si	è	arrabbiato	si	essere	arrabbiare	PRON	AUX	VERB	
('in_in_ADP', 'ritardo_ritardo_NOUN', 'a_a_ADP')	7		in	ritardo	a	in	ritardo	a	ADP	NOUN	ADP	
('a_a_ADP', 'suonare_suonare_VERB', 'con_con_ADP')	7	andate a suonare con	a	suonare	con	a	suonare	con	ADP	VERB	ADP	
('ti_ti_PRON', 'è_essere_AUX', 'piaciuto_piacere_VERB')	7	ti è piaciuto	ti	è	piaciuto	ti	essere	piacere	PRON	AUX	VERB	
('stato_essere_AUX', 'il_il_DET', 'primo_primo_ADJ')	7	stato il primo	stato	il	primo	essere	il	primo	AUX	DET	ADJ	
('me_me_PRON', 'ne_ne_PRON', 'andrò_andare_VERB')	7	me ne andrò	me	ne	andrò	me	ne	andare	PRON	PRON	VERB	
('più_più_ADV', 'anziana_anziano_ADJ', 'di_di_ADP')	7	più anziana di	più	anziana	di	più	anziano	di	ADV	ADJ	ADP	
('casa_casa_NOUN', 'la_il_DET', 'domenica_domenica_NOUN')	7	casa la domenica	casa	la	domenica	casa	il	domenica	NOUN	DET	NOUN	
('non_non_ADV', 'ha_avere_AUX', 'nemmeno_nemmeno_ADV')	7	non ha nemmeno	non	ha	nemmeno	non	avere	nemmeno	ADV	AUX	ADV	
('la_il_DET', 'gatta_gatta_NOUN', 'di_di_ADP')	7	la gatta di	la	gatta	di	il	gatta	di	DET	NOUN	ADP	
('dica_dire_VERB', 'loro_loro_PRON', 'di_di_ADP')	7	di	dica	loro	di	dire	loro	di	VERB	PRON	ADP	
('non_non_ADV', 'ti_ti_PRON', 'ha_avere_AUX')	7	non ti ha	non	ti	ha	non	ti	avere	ADV	PRON	AUX	
('nascondere_nascondere_VERB', 'il_il_DET', 'suo_suo_DET')	7	nascondere il suo	nascondere	il	suo	nascondere	il	suo	VERB	DET	DET	
('una_uno_DET', 'bella_bello_ADJ', 'donna_donna_NOUN')	7	una bella donna	una	bella	donna	uno	bello	donna	DET	ADJ	NOUN	
('dei_di_ADP', 'fiori_fiore_NOUN', 'per_per_ADP')	7	dei fiori per	dei	fiori	per	di	fiore	per	ADP	NOUN	ADP	
('non_non_ADV', 'sono_essere_AUX', 'andato_andare_VERB')	7	non sono andato	non	sono	andato	non	essere	andare	ADV	AUX	VERB	
('io_io_PRON', 'ho_avere_AUX', 'chiesto_chiedere_VERB')	7	io ho chiesto	io	ho	chiesto	io	avere	chiedere	PRON	AUX	VERB	
('è_essere_AUX', 'più_più_ADV', 'importante_importante_ADJ')	7	è più importante	è	più	importante	essere	più	importante	AUX	ADV	ADJ	
('bene_bene_ADV', 'a_a_ADP', 'tennis_tennis_NOUN')	7	bene a tennis	bene	a	tennis	bene	a	tennis	ADV	ADP	NOUN	
('non_non_ADV', 'vi_vi_PRON', 'sto_essere_AUX')	7	non vi sto	non	vi	sto	non	vi	essere	ADV	PRON	AUX	
('il_il_DET', 'caffè_caffè_NOUN', 'è_essere_AUX')	7	il caffè	il	caffè	è	il	caffè	essere	DET	NOUN	AUX	
('andai_andare_VERB', 'a_a_ADP', 'letto_letto_NOUN')	7	andai a letto	andai	a	letto	andare	a	letto	VERB	ADP	NOUN	
('preoccupata_preoccupare_VERB', 'per_per_ADP', 'lui_lui_PRON')	6	preoccupata per lui	preoccupata	per	lui	preoccupare	per	lui	VERB	ADP	PRON	
('in_in_ADP', 'questa_questo_DET', 'zona_zona_NOUN')	6	in questa zona	in	questa	zona	in	questo	zona	ADP	DET	NOUN	
('io_io_PRON', 'non_non_ADV', 'sapevo_sapere_VERB')	6	io non sapevo	io	non	sapevo	io	non	sapere	PRON	ADV	VERB	
('che_che_DET', 'cosa_cosa_PRON', 'state_essere_AUX')	6	che cosa state	che	cosa	state	che	cosa	essere	DET	PRON	AUX	
('il_il_DET', 'tempo_tempo_NOUN', 'è_essere_AUX')	6	il tempo è	il	tempo	è	il	tempo	essere	DET	NOUN	AUX	
('la_il_DET', 'cosa_cosa_NOUN', 'più_più_ADV')	6	la cosa più	la	cosa	più	il	cosa	più	DET	NOUN	ADV	
('a_a_ADP', 'voi_voi_PRON', 'non_non_ADV')	6	a voi non	a	voi	non	a	voi	non	ADP	PRON	ADV	
('il_il_DET', 'suo_suo_DET', 'migliore_migliore_ADJ')	6	il suo migliore	il	suo	migliore	il	suo	migliore	DET	DET	ADJ	
('suo_suo_DET', 'migliore_migliore_ADJ', 'amico_amico_NOUN')	6	suo migliore amico	suo	migliore	amico	suo	migliore	amico	DET	ADJ	NOUN	
('non_non_ADV', 'serve_servire_VERB', 'a_a_ADP')	6	non serve a	non	serve	a	non	servire	a	ADV	VERB	ADP	
"('vorresti_volere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	6	vorresti un po'	vorresti	un	po'	volere	uno	poco	VERB	DET	PRON	
('la_il_DET', 'sua_suo_DET', 'gentilezza_gentilezza_NOUN')	6	la sua gentilezza	la	sua	gentilezza	il	suo	gentilezza	DET	DET	NOUN	
('sia_essere_AUX', 'ancora_ancora_ADV', 'vivo_vivo_ADJ')	6	sia ancora vivo	sia	ancora	vivo	essere	ancora	vivo	AUX	ADV	ADJ	
('le_le_PRON', 'piaceva_piacere_VERB', 'la_il_DET')	6	le piaceva la	le	piaceva	la	le	piacere	il	PRON	VERB	DET	
('un_uno_DET', 'anno_anno_NOUN', 'fa_fa_ADV')	6	un anno fa	un	anno	fa	uno	anno	fa	DET	NOUN	ADV	
('la_il_DET', 'pizza_pizza_NOUN', 'con_con_ADP')	6	la pizza con	la	pizza	con	il	pizza	con	DET	NOUN	ADP	
('voglio_volere_AUX', 'giocare_giocare_VERB', 'a_a_ADP')	6	voglio gioca	voglio	giocare	a	volere	giocare	a	AUX	VERB	ADP	
('visto_vedere_VERB', 'un_uno_DET', 'fantasma_fantasma_NOUN')	6	visto un fantasma	visto	un	fantasma	vedere	uno	fantasma	VERB	DET	NOUN	
('ha_avere_AUX', 'portato_portare_VERB', 'il_il_DET')	6	ha portato il	ha	portato	il	avere	portare	il	AUX	VERB	DET	
('quando_quando_ADV', 'è_essere_AUX', 'stata_essere_AUX')	6	quando è stata	quando	è	stata	quando	essere	essere	ADV	AUX	AUX	
('ultima_ultimo_ADJ', 'volta_volta_NOUN', 'che_che_SCONJ')	6	ultima volta che	ultima	volta	che	ultimo	volta	che	ADJ	NOUN	SCONJ	
('la_il_DET', 'nave_nave_NOUN', 'è_essere_AUX')	6	la nave è	la	nave	è	il	nave	essere	DET	NOUN	AUX	
('si_si_PRON', 'è_essere_AUX', 'comportato_comportare_VERB')	6	si è comportato	si	è	comportato	si	essere	comportare	PRON	AUX	VERB	
('non_non_ADV', 'faccio_fare_VERB', 'mai_mai_ADV')	6	non faccio mai	non	faccio	mai	non	fare	mai	ADV	VERB	ADV	
('darmi_dare_VERB', 'un_uno_DET', 'passaggio_passaggio_NOUN')	6	darmi un passaggio	darmi	un	passaggio	dare	uno	passaggio	VERB	DET	NOUN	
('la_il_DET', 'mia_mio_DET', 'idea_idea_NOUN')	6	la mia idea	la	mia	idea	il	mio	idea	DET	DET	NOUN	
"('i_il_DET', 'film_film_NOUN', ""dell'_di_ADP"")"	6	iacciono i film dell'	i	film	dell'	il	film	di	DET	NOUN	ADP	
('il_il_DET', 'suo_suo_DET', 'cuore_cuore_NOUN')	6	il suo cuore	il	suo	cuore	il	suo	cuore	DET	DET	NOUN	
('nome_nome_NOUN', 'di_di_ADP', 'questo_questo_DET')	6	nome di questo	nome	di	questo	nome	di	questo	NOUN	ADP	DET	
('possiamo_potere_AUX', 'fidare_fidare_VERB', 'di_di_ADP')	6	possiamo fidare di	possiamo	fidare	di	potere	fidare	di	AUX	VERB	ADP	
('mio_mio_DET', 'marito_marito_NOUN', 'è_essere_AUX')	6	mio marito è	mio	marito	è	mio	marito	essere	DET	NOUN	AUX	
('anche_anche_ADV', 'io_io_PRON', 'sono_essere_AUX')	6	anche io sono	anche	io	sono	anche	io	essere	ADV	PRON	AUX	
('arrabbiato_arrabbiare_VERB', 'con_con_ADP', 'lei_lei_PRON')	6	arrabbiato con lei	arrabbiato	con	lei	arrabbiare	con	lei	VERB	ADP	PRON	
('non_non_ADV', 'la_la_PRON', 'voglio_volere_VERB')	6	non la voglio	non	la	voglio	non	la	volere	ADV	PRON	VERB	
('abita_abitare_VERB', 'vicino_vicino_ADV', 'alla_a_ADP')	6	abita vicino alla	abita	vicino	alla	abitare	vicino	a	VERB	ADV	ADP	
('mi_mi_PRON', 'sono_essere_AUX', 'svegliato_svegliare_VERB')	6	mi sono svegliato	mi	sono	svegliato	mi	essere	svegliare	PRON	AUX	VERB	
('giuro_giurare_VERB', 'che_che_SCONJ', 'non_non_ADV')	6	giuro che non	giuro	che	non	giurare	che	non	VERB	SCONJ	ADV	
('le_il_DET', 'lingue_lingua_NOUN', 'straniere_straniero_ADJ')	6	le lingue straniere	le	lingue	straniere	il	lingua	straniero	DET	NOUN	ADJ	
"('bere_bere_VERB', 'un_uno_DET', ""po'_poco_PRON"")"	6	bere un po'	bere	un	po'	bere	uno	poco	VERB	DET	PRON	
('ha_avere_AUX', 'ricevuto_ricevere_VERB', 'una_uno_DET')	6	ha ricevuto una	ha	ricevuto	una	avere	ricevere	uno	AUX	VERB	DET	
('ho_avere_AUX', 'lasciato_lasciare_VERB', 'il_il_DET')	6	ho lasciato il	ho	lasciato	il	avere	lasciare	il	AUX	VERB	DET	
"(""dov'_dove_ADV"", 'è_essere_AUX', 'lo_il_DET')"	6	dov'è lo	dov'	è	lo	dove	essere	il	ADV	AUX	DET	
('non_non_ADV', 'sono_essere_AUX', 'abituato_abituare_VERB')	6	non sono abituato	non	sono	abituato	non	essere	abituare	ADV	AUX	VERB	
('il_il_DET', 'segreto_segreto_NOUN', 'di_di_ADP')	6	il segreto di	il	segreto	di	il	segreto	di	DET	NOUN	ADP	
('ha_avere_AUX', 'tenuto_tenere_VERB', 'un_uno_DET')	6	ha tenuto un	ha	tenuto	un	avere	tenere	uno	AUX	VERB	DET	
('andare_andare_VERB', 'in_in_ADP', 'prigione_prigione_NOUN')	6	andare in prigione	andare	in	prigione	andare	in	prigione	VERB	ADP	NOUN	
('ha_avere_AUX', 'impedito_impedire_VERB', 'di_di_ADP')	6	ha impedi	ha	impedito	di	avere	impedire	di	AUX	VERB	ADP	
('di_di_ADP', 'sua_suo_DET', 'sorella_sorella_NOUN')	6	di sua sorella	di	sua	sorella	di	suo	sorella	ADP	DET	NOUN	
('questo_questo_DET', 'caffè_caffè_NOUN', 'è_essere_AUX')	6	questo caffè	questo	caffè	è	questo	caffè	essere	DET	NOUN	AUX	
"(""l'_lo_PRON"", 'avete_avere_AUX', 'vista_vedere_VERB')"	6	l'avete vista	l'	avete	vista	lo	avere	vedere	PRON	AUX	VERB	
('ora_ora_NOUN', 'inizia_iniziare_VERB', 'la_il_DET')	6	ora inizia la	ora	inizia	la	ora	iniziare	il	NOUN	VERB	DET	
('il_il_DET', 'desiderio_desiderio_NOUN', 'di_di_ADP')	6	il desiderio di	il	desiderio	di	il	desiderio	di	DET	NOUN	ADP	
"('fermata_fermata_NOUN', ""dell'_di_ADP"", 'autobus_autobus_NOUN')"	6	fermata dell'autobus	fermata	dell'	autobus	fermata	di	autobus	NOUN	ADP	NOUN	
('non_non_ADV', 'ha_avere_VERB', 'mai_mai_ADV')	6	non ha mai	non	ha	mai	non	avere	mai	ADV	VERB	ADV	
('iniziato_iniziare_VERB', 'a_a_ADP', 'studiare_studiare_VERB')	6	iniziato a studiare	iniziato	a	studiare	iniziare	a	studiare	VERB	ADP	VERB	
('a_a_ADP', 'studiare_studiare_VERB', 'francese_francese_ADJ')	6	a iniziato a studiare francese	a	studiare	francese	a	studiare	francese	ADP	VERB	ADJ	
('era_essere_AUX', 'in_in_ADP', 'pensione_pensione_NOUN')	6	era in pensione	era	in	pensione	essere	in	pensione	AUX	ADP	NOUN	
('sei_essere_AUX', 'mai_mai_ADV', 'stata_essere_AUX')	6	sei mai stata	sei	mai	stata	essere	mai	essere	AUX	ADV	AUX	
('detto_dire_VERB', 'che_che_SCONJ', 'pensava_pensare_VERB')	6	detto che pensava	detto	che	pensava	dire	che	pensare	VERB	SCONJ	VERB	
('sono_essere_AUX', 'stati_essere_AUX', 'uccisi_uccidere_VERB')	6	sono stati uccisi	sono	stati	uccisi	essere	essere	uccidere	AUX	AUX	VERB	
('di_di_ADP', 'tutte_tutto_DET', 'le_il_DET')	6	di tutte le	di	tutte	le	di	tutto	il	ADP	DET	DET	
('ha_avere_VERB', 'una_uno_DET', 'cotta_cotta_NOUN')	6	ha una cotta	ha	una	cotta	avere	uno	cotta	VERB	DET	NOUN	
('noi_noi_PRON', 'speriamo_sperare_VERB', 'che_che_SCONJ')	6	noi speriamo che	noi	speriamo	che	noi	sperare	che	PRON	VERB	SCONJ	
('potrei_potere_AUX', 'essere_essere_AUX', 'in_in_ADP')	6	potrei essere in	potrei	essere	in	potere	essere	in	AUX	AUX	ADP	
('è_essere_AUX', 'un_uno_DET', 'amante_amante_NOUN')	6	è un amante	è	un	amante	essere	uno	amante	AUX	DET	NOUN	
('non_non_ADV', 'la_la_PRON', 'riesco_riuscire_VERB')	6	non la riesco	non	la	riesco	non	la	riuscire	ADV	PRON	VERB	
('nostra_nostro_DET', 'squadra_squadra_NOUN', 'ha_avere_AUX')	6	nostra squadra ha	nostra	squadra	ha	nostro	squadra	avere	DET	NOUN	AUX	
