term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
con la pasta,pasta,pasta,noun,with the pasta,"food,cooking",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction with feminine,Cucino con la pasta integrale.,I cook with whole wheat pasta.,6ac21d70cf17c18e2a2a66be494f72666e489f3c4ef42bf5d3c6b6ed3707d3bf,0cc0c24c489460ad269cf0cc3ba83d7af3d762f473420b364cbeff10c8146846
con le paste,pasta,pasta,noun,with the pastries,"food,cooking",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction with feminine,Servo il tè con le paste.,I serve tea with the pastries.,8f510452153938c476095737ba46d2e833348722afa917097e8eda4871d2cb36,f1ce0e39318279be3c8bc74a2ec8830184ac43ab2f9f6dbff5182a6896c043e6
peggio,peggio,worse,noun,worst,"quality,abstract",,,m,s,,,False,False,False,,,,,mass/invariable noun; commonly with definite article,Temo peggio.,I fear worse.,3a50b8a3c4ea0cec8d09c714bf9078c5869de1c451dd35a1089d734a14a68e88,b1186432c893c6d603b448e199f33f1bbd176ec987736c8f8f74d3b7ed013a03
un peggio,peggio,worse,noun,something worse,"quality,abstract",,,m,s,,,False,False,False,indefinite,un,un,,rare; mostly used with definite article,Si è evitato un peggio.,A worse outcome was avoided.,ea1c2545bc4359a7d63f540c6e953cc96f3985931b9cf444366b159e0eddbc4b,8fe0c08756db6199771fa3bce0e2573bb001febc7f3b1993b645858726795e54
il peggio,peggio,worse,noun,the worst,"quality,abstract",,,m,s,,,False,False,False,definite,il,il,,default usage,Temo il peggio.,I fear the worst.,4370faf42f257b938ed1e9cac694dabc387519c81ff732c995c5231e6c881aa1,66fb98ab59b0d96a091116dd84b1a2fd0506758ba87b94dee1a49bc8d64fd9da
del peggio,peggio,worse,noun,some of the worst,"quality,abstract",,,m,s,,,False,False,False,partitive,il,del,di,partitive singular; mass noun,Abbiamo visto del peggio in passato.,We have seen some of the worst in the past.,4e718daabd5a90548c45dde00eea626f3969e1a05ae651888dc84d16effad41c,2427862839a99d91d1285f5749968c8573ae4f8f9b93c60fa1ad0c77dd0f459a
al peggio,peggio,worse,noun,to the worst,"quality,abstract",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Preparati al peggio.,Prepare for the worst.,11656296add8f50cddb9e135a2a6078b8af6ee932992a084ffd21f4b4637f0a0,44dcf12f28eaa59358e8d29410233fac3ec87891c3e0956be9fe3d23fdb05e12
dal peggio,peggio,worse,noun,from the worst,"quality,abstract",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Si impara anche dal peggio.,You also learn from the worst.,4dc2345dd584a070f681e8d2def5849e33221228e57366aae758a28579e0d6da,c3e3c2069da12311558586cb415604410bc5337eacaeaae4d9d48f8adbbbebb9
nel peggio,peggio,worse,noun,in the worst,"quality,abstract",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Nel peggio restiamo uniti.,In the worst times we stay united.,15b0da49f6b086e600790b1ad0aa70e706971973761ad49f3590bac98a5dd03c,131dc233954111e5c2342dcc6574dd3358ace0cf2139a3e2c59914e6ebb2d5c4
sul peggio,peggio,worse,noun,about the worst,"quality,abstract",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Non voglio soffermarmi sul peggio.,I do not want to dwell on the worst.,06662cd7db299b52629128b75e7ae0decdafca6a11c2437466ccc8b3141d6396,74d6801da787ead1470af70bf66a0b48c0946892896378986415c0fe253aee6c
col peggio,peggio,worse,noun,with the worst,"quality,abstract",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Ha fatto i conti col peggio.,He has faced the worst.,e45cf25f9a23741372ab7a2b3ecb43906876a281d37442958a2d9b63f0d44720,22becd0cdf68d3a8e26a9a914d670408b71287079fe40a817f3a2fcd714d413c
perché,perché,why/because,noun,reason/why,"reason,questions",,,m,s,,,False,False,False,,,,,invariable noun,Non c'è perché.,There is no reason.,733f1a7508cb23f761a077436a5b58af04e13b18825e025b7e38cb0a1ce4bdec,01f72e09210045fc419572fd61caaaadfcccc57e2ab15b13ae55617560f8a107
un perché,perché,why/because,noun,a reason/why,"reason,questions",,,m,s,,,False,False,False,indefinite,un,un,,,C'è un perché.,There is a reason.,14526bf8500740faae53323ee02bebb8c7f08d38c305233270f6e91e1463f6ce,87f44552e6feb0c280c3756f5469d517ab05e0e88fda47017448afb15c3d2876
il perché,perché,why/because,noun,the reason/why,"reason,questions",,,m,s,,,False,False,False,definite,il,il,,,Capisco il perché.,I understand the reason.,84a9428a3b1b01015af9f7f30b1d22390558ff5b721ca8905e6888851f207f3a,e259c393224e69ceab3148b437f0ac014b3b3ce755751b52fe996b1591b3249c
perché,perché,why/because,noun,reasons/whys,"reason,questions",,,m,p,,,False,False,False,,,,,invariable noun; same form in plural,Ho sentito molti perché.,I have heard many reasons.,733f1a7508cb23f761a077436a5b58af04e13b18825e025b7e38cb0a1ce4bdec,73854f4077fdb60c5b19a3bc8db0d337ce62a38da86e48ca01fbe3e84803e87c
i perché,perché,why/because,noun,the reasons/whys,"reason,questions",,,m,p,,,False,False,False,definite,i,i,,,Non capisco i perché della decisione.,I do not understand the reasons for the decision.,433f6872ecf103e09702f2dd296a9bcc293e8bf3641a7fd00ffe181d3d735e9d,58977a0ca26408016ffbb130abf286055579969b7644fe85a6aa6c7596fc95ad
dei perché,perché,why/because,noun,some reasons/whys,"reason,questions",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ci sono dei perché validi.,There are some valid reasons.,0edb8857ac47518986cc5fbad34ddf58b9795cebb785fdee50bd92bbf692fe49,ff152d33fcf34440d9b67110d72080fccf49f5efb834ca3af7a61c6d8d58ca70
del perché,perché,why/because,noun,of the reason/why,"reason,questions",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del perché del cambiamento.,We talk about the reason for the change.,b703c7df544c76192272063612d0690346a4bb728fd049208fffbe7d4e0fa300,955ae4bd54478829ce5b30d1c15bf4a189f699ae81081dac8c3aa3a51ce52498
al perché,perché,why/because,noun,to the reason/why,"reason,questions",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Arrivo al perché subito.,I get to the reason right away.,c64a4598b0fb1048a7e765c86c9e5ba3a9882eac14343f49f5999b498b3acf78,06ba3320325a80763fdcfb1c5d7c2ca2e8d286b941ab0b4b715cea6e966d154e
dal perché,perché,why/because,noun,from the reason/why,"reason,questions",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Parto dal perché della scelta.,I start from the reason for the choice.,17ef3427dac74a28a1c37041730a1d8172145444f36ca87484167b8facb1b355,ef6b1e3df726c3bb048b9e16933bbf4285df897fa91e929311a03989f0bebf61
nel perché,perché,why/because,noun,in the reason/why,"reason,questions",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Entro nel perché del problema.,I go into the reason for the problem.,d72238e841c34e66ba705a4c7ab078c52a396623df233f8091fcf4c3545e49a7,7612b3ca617e85e2615a5984d2f88de455e2e21ca4cae9fb231aaaa2d8091718
sul perché,perché,why/because,noun,about the reason/why,"reason,questions",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul perché.,I read an article about the reason.,a4783a8509177d40f189e7c350b016c7ec63031f592087f9a9815c8d4a24196e,239eceb5e827327a1a23ccad4af9d7a9e48c5145fc01ce204def8a435b47378c
col perché,perché,why/because,noun,with the reason/why,"reason,questions",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Sono d'accordo col perché.,I agree with the reason.,51bd712570046ff473c4ac3178206add1904c15c92596d4e14cbde8fe76ef96d,003d334912d494732bd076995fd258e3c5a415550cb18205a560f181cfd6ca09
ai perché,perché,why/because,noun,to the reasons/whys,"reason,questions",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Arrivo ai perché dopo.,I get to the reasons later.,671b95931aac1f049949161a9c1b4bc230189e6996d7484bf868fe0e4ed88a90,5597d4a45907ab06c724cc7aa2f8404c74dc38dd3242722eb58842365cc64f41
dai perché,perché,why/because,noun,from the reasons/whys,"reason,questions",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Parto dai perché principali.,I start from the main reasons.,1243629cf49736ac4d4ff72e140438bc3e32898bca5111287d8d16ae644bf957,219917794ab276c7ce83a1c788199e9e153e74153ba21294467ae01556d87d80
nei perché,perché,why/because,noun,in the reasons/whys,"reason,questions",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Entro nei perché della questione.,I go into the reasons of the issue.,ce60fe20986a1c1afd35954aa74d9571d864b745954eb7693c50d8edaa8bbbe5,81bd41cd2a35c22a9aa0aea3ff1e5afee5789bfdfabfbd96e05ce109916a854b
sui perché,perché,why/because,noun,about the reasons/whys,"reason,questions",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Discutiamo sui perché della crisi.,We discuss the reasons for the crisis.,51d80576787c408333bd2e4bc6e1c6f22568ccec74e742c16bbc07e554670132,c7e166b5bf65cad2d1a8b729d09bfe00cc718d703570adcf909e0cf6dcad862d
coi perché,perché,why/because,noun,with the reasons/whys,"reason,questions",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Sono d'accordo coi perché esposti.,I agree with the reasons presented.,a2e21e6aedf1a6f8c5c9ca74266c0814156cdc2b109eb8d4d8517deca1f509ac,0220eaab966d062b63638e715a1fbec6832fe2eedc06b768df7d86999ac2b334
persona,persona,person,noun,person,"core,people",,,f,s,,,False,False,False,,,,,base lemma,Cerco persona onesta.,I am looking for an honest person.,c4b675a6da70bfb0066819f0ef7e747b208e52f5543800dd1e3490958ecfbec6,ac2aef2fb43295f0efa82aeb7ad904e15fc9cc5de6028c25075294cd8763e791
una persona,persona,person,noun,a person,"core,people",,,f,s,,,False,False,False,indefinite,una,una,,,Vedo una persona alla porta.,I see a person at the door.,c6d469185f17cb83aac396454bf9c9fee49a3f6df088ed860e8d501a31202845,0e7535614f78e795ed0c87d360dc8e9aa0b5961be407aaf83d1db7cf90a5281a
la persona,persona,person,noun,the person,"core,people",,,f,s,,,False,False,False,definite,la,la,,,La persona aspetta fuori.,The person is waiting outside.,e2bcaf2585afab079785fdc97a4dd88496d053167432199e5f297eca854adeb6,ee284514a11bb8b0577161dd2a5dccb03f513126c8750748f5894f27e97b39cb
persone,persona,person,noun,people,"core,people",,,f,p,,,False,False,False,,,,,plural form,Persone diverse collaborano.,Different people collaborate.,df15948ea3c2cf0964d90bc6d8ff8b56749c8ff52a66e6bfcd68c260c9a2d80e,141e81f3082aa5e566989f4170d6c70adb6be2719c14b92d0e949317bc1b98b7
le persone,persona,person,noun,the people,"core,people",,,f,p,,,False,False,False,definite,le,le,,,Le persone applaudono.,The people applaud.,bc05282a2ba1d34bc1c3bd38e76679605447e1bb760656e90ca5b707ea135491,c6024d9b543c2f5fa6842af11c19081453a9ab69f305a2b1bd6f658ff7e23062
delle persone,persona,person,noun,some people,"core,people",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Conosco delle persone simpatiche.,I know some nice people.,dafe86ba3798384471195a763e0df3c46dc8c2ca2ac1a2e98b54a486903d0a1f,31f4106c0c7572cce5f4ac19088f5c5c322ad0107de434966bece7cffd1e6102
della persona,persona,person,noun,of the person,"core,people",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Ricordo il nome della persona.,I remember the person's name.,9f4028d614a10a47cc83097da781b2a3dcd523195100f5f368a135e3e0f08ab5,6d9c5942db939e0079844c405c7ffad79a3324b79f300ad835f3775631a245b6
alla persona,persona,person,noun,to the person,"core,people",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Parlo alla persona giusta.,I speak to the right person.,67878714929b26a08f363a5e73f98e92cb443cddc08347177f64f37eee244217,5ca10df69333559e45737805aa0680a3f7ff3b027e71cb391122f41b2cac972a
dalla persona,persona,person,noun,from the person,"core,people",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Ricevo aiuto dalla persona.,I receive help from the person.,595a648ac11c08611a3f3a24cc19508664df83c5f814fa4e2dba246748cdca89,2d788fc8794e6eed4d82c3e52de7a86a11f7a468b820a0678b57da6919a95ebc
nella persona,persona,person,noun,in the person,"core,people",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Credo nella persona.,I believe in the person.,6c99fae3cf404abcda0d7fa1e2df30b934d0404fd8f60adb5a3c85c5351dba07,afa888fe7a17550979ac0c19df1228bef6263ea1ae4f6d63eabf6cb76101bfcc
sulla persona,persona,person,noun,about the person,"core,people",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Leggo un rapporto sulla persona.,I read a report about the person.,22c84af467936fbc080beb9e250758c02ffa5089f4f5869540cd27eff6a6e205,1f94d332bdf80fe72b9fc5070b2b7d6036b7244f440ea794096546bc57184a1e
con la persona,persona,person,noun,with the person,"core,people",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction with con + la,Cammino con la persona.,I walk with the person.,738251aa7c07c4ab751c3da2cbaa2d38daebe191fb3558fbc19069a0973bde0c,ab9762977e4733a6eea54649c9c3b4318ae985a80eb2795259e2059a231700a4
alle persone,persona,person,noun,to the people,"core,people",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Spiego le regole alle persone.,I explain the rules to the people.,a30c8511897a2a2e6116cea6945efc545bfcc8b33d2571909431b5bcb4776e4f,1fe3afff26bcfa0b8aa03a38e2e8557a5bf593e27fc1dc69beca96d7649fd090
dalle persone,persona,person,noun,from the people,"core,people",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Imparo molto dalle persone.,I learn a lot from people.,6ba0827d51486472d1e055248064c8c25180ab51498e27e6f9c5f23da7917189,f37d11a6f8ee2a80e6c64cb7cf93d6bab95892b79ea0518a7412c2af72ea8b6f
nelle persone,persona,person,noun,in the people,"core,people",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Credo nelle persone.,I believe in people.,7c66ce0bae6296daf6fa26db2be25e767b3b505893fe67f00d3e121bb0f1da74,7eeebf61f2c062db84476ebbe426dc249ebde2100c7fd4886877df8f59e43358
sulle persone,persona,person,noun,about the people,"core,people",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Leggo articoli sulle persone.,I read articles about people.,d08b4b1a7cc65ba1193a09dc211f2a045af8de0a22375f434c64353031c767db,a5afb904e2009e4a9594caabea45eada7d592bd4193894862c69d6bab39a9c73
con le persone,persona,person,noun,with the people,"core,people",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction with con + le,Lavoro bene con le persone.,I work well with people.,af2a25cff1174ecbe47178b0dbf11dab64345a713058353cc04509ae72a4e215,9602a015e1377075e3f2cce15c3fd92c30049dc56621f158e0238c8b9dba8da2
pettegolezzo,pettegolezzo,gossip,noun,gossip,"social,communication",,,m,s,,,False,False,False,,,,,base lemma,Questo pettegolezzo gira da giorni.,This gossip has been going around for days.,b8c4c621445ca62ee75db44ff6d8ac8cf1718642e1c2baeba8ba8899f0189696,64feec107dc76553872a5ee822e04def812df63538afef638cdb7c72b332bb3b
un pettegolezzo,pettegolezzo,gossip,noun,a piece of gossip,"social,communication",,,m,s,,,False,False,False,indefinite,un,un,,,Ho sentito un pettegolezzo su di lui.,I heard a piece of gossip about him.,c62b4eb4867e94be653982bb4b55085699d5824540a3549299598e5f7b0ecc78,fb5f70e87ed80fc74486c37b2850ec4c548aa56a2627851161045c075e494c58
il pettegolezzo,pettegolezzo,gossip,noun,the gossip,"social,communication",,,m,s,,,False,False,False,definite,il,il,,,Il pettegolezzo si è diffuso subito.,The gossip spread immediately.,8954da809ab9ca8f1f6c69130cc4dc8223ccfce2b29efc55f9386d1fb8c7a92c,2b11948dd387409b820f09ba36d3c6c8b89869f160cf32660587b0128474752f
pettegolezzi,pettegolezzo,gossip,noun,pieces of gossip,"social,communication",,,m,p,,,False,False,False,,,,,plural form,Pettegolezzi circolano in ufficio.,Rumors circulate in the office.,1c8dde5e3e2113f4cd073c5fb22add833e76769f7cdd9610e6725bb8748130e6,7c254e80f9a43eef51f7f17d022afe0e13212c9a1bdbbb81b2809593e6b2804a
i pettegolezzi,pettegolezzo,gossip,noun,the pieces of gossip,"social,communication",,,m,p,,,False,False,False,definite,i,i,,,I pettegolezzi rovinano l'atmosfera.,The rumors ruin the atmosphere.,3fc1eeba37843e923cc8cf0b01681fdce8464c426b6405a99bd6d3d881125ec8,b38642b029a946169658e93a74f43405f411b026b37a1f8b2e26cbad258800f1
dei pettegolezzi,pettegolezzo,gossip,noun,some pieces of gossip,"social,communication",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form,Ho letto dei pettegolezzi online.,I read some gossip online.,2687dcaa709bfb0b2f0c2910462746266537edde5bdc40ed1f94a993bd462f8a,633343b9ec389dfb7786746f23ade4c91a777e6642dad7b74673877b307d1ae2
del pettegolezzo,pettegolezzo,gossip,noun,of the gossip,"social,communication",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Non mi importa del pettegolezzo.,I do not care about the gossip.,fff3673ce441e9af5fb17ce274be450e7ce312a4133c61efc2ae947b5aa75c73,8f45735c8bd50b303ccb21fb4a722348d6e2cb26cce167d02ce9603c29aa4ad3
al pettegolezzo,pettegolezzo,gossip,noun,to the gossip,"social,communication",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Reagì al pettegolezzo con calma.,He reacted to the gossip calmly.,d12bad068e4ac408ec74b7a931731eddc45aef21dbfd21c2fb182f74905edd9d,d3f34564c9836489027d0ffc8d87c78f37d051ec06de833df9851a74283430dd
ai pettegolezzi,pettegolezzo,gossip,noun,to the pieces of gossip,"social,communication",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Non credere ai pettegolezzi.,Do not believe the rumors.,673a2930f5a91a643647f17eaa47dfc877a72635be626b9cf44eb991a86dc6be,513eb83743619cfc0c9b20e3d524023b4c8181d639138bc6921268155b9b9bd4
dal pettegolezzo,pettegolezzo,gossip,noun,from the gossip,"social,communication",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,La verità emerge dal pettegolezzo.,The truth emerges from the gossip.,2e7d890000a2c41fba4062e822bf449076ffebad3f8621153a860b2c6fccb119,e0a4eec01fe256b9a7ce3b723bfc8b95cb5ab8517e5298028fb35cd3be2dd4da
dai pettegolezzi,pettegolezzo,gossip,noun,from the pieces of gossip,"social,communication",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i,Mi tengo lontano dai pettegolezzi.,I keep away from the rumors.,df8d1db43f21b6647785fb1241cad8afb6d69a1309dda5af9deb19f057327aad,0a5c6c91e513b35f04e06cbf7adcdab2d38424497dd8f814869a013b6ea7adff
nel pettegolezzo,pettegolezzo,gossip,noun,in the gossip,"social,communication",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Non voglio entrare nel pettegolezzo.,I do not want to get into the gossip.,089a80ca2b92ff83a98a7203a396d3df37c4f206a80904f2039f4834af39c025,602dbb1b5eeace01208b54eab37f8bc481988b7cbc26f922273a083209e4e80a
nei pettegolezzi,pettegolezzo,gossip,noun,in the pieces of gossip,"social,communication",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i,Si parla di noi nei pettegolezzi.,They talk about us in the rumors.,b728c48f75679a46d5d04cd930e3e7d0e18cd1dba944d40abd4a58551e0e3bc6,cb2aa50aabf340bd3b6f538a17c9aba4696f585317e8fa9af791352cb92b0261
sul pettegolezzo,pettegolezzo,gossip,noun,about the gossip,"social,communication",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Ha scritto un articolo sul pettegolezzo.,He wrote an article about the gossip.,8da778f358d4a056d4a889dba19c727e9ce64239f2bdda5a38a6874b8bd0348e,7c2fa9acca47138e8ff32f653a4504e872b6ac5d59140b9a66032b53d221e8a7
