term_italian,base_lemma_italian,base_lemma_english,part_of_speech,translation_english,topics,subtype,person_number,gender,plurality,mood,tense,is_comparative,is_superlative,is_compound,article_type,article_italian,added_particle_italian,preposition,notes,example_sentence_italian,example_sentence_english,italian_audio_hash,english_audio_hash
sul vino,vino,wine,noun,about the wine,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Leggo un articolo sul vino.,I read an article about the wine.,,
sui vini,vino,wine,noun,about the wines,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i,Abbiamo dati sui vini locali.,We have data about local wines.,,
col vino,vino,wine,noun,with the wine,"food,drink",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Questo formaggio va col vino.,This cheese goes with the wine.,,
coi vini,vino,wine,noun,with the wines,"food,drink",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i,Lavoriamo coi vini naturali.,We work with natural wines.,,
volere,volere,will,noun,will,"abstract,emotion",,,m,s,,,False,False,False,,,,,formal/abstract noun; plural exists but is rare,Studio volere umano.,I study human will.,,
un volere,volere,will,noun,a will,"abstract,emotion",,,m,s,,,False,False,False,indefinite,un,un,,,Ha un volere forte.,He has a strong will.,,
il volere,volere,will,noun,the will,"abstract,emotion",,,m,s,,,False,False,False,definite,il,il,,,Il volere del popolo conta.,The will of the people counts.,,
voleri,volere,will,noun,wills,"abstract,emotion",,,m,p,,,False,False,False,,,,,rare plural,Voleri diversi creano conflitti.,Different wills create conflicts.,,
i voleri,volere,will,noun,the wills,"abstract,emotion",,,m,p,,,False,False,False,definite,i,i,,rare plural,I voleri dei clienti cambiano.,The wills of the clients change.,,
dei voleri,volere,will,noun,some wills,"abstract,emotion",,,m,p,,,False,False,False,indefinite,i,dei,di,partitive plural form; rare plural,Emergono dei voleri contrastanti.,Some conflicting wills emerge.,,
del volere,volere,will,noun,of the will,"abstract,emotion",,,m,s,,,False,False,False,articulated_preposition,il,del,di,contraction of di + il,Parliamo del volere popolare.,We talk about the people's will.,,
al volere,volere,will,noun,to the will,"abstract,emotion",,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Mi adeguo al volere della maggioranza.,I adapt to the will of the majority.,,
ai voleri,volere,will,noun,to the wills,"abstract,emotion",,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i; rare plural,Ci adattiamo ai voleri dei clienti.,We adapt to the clients' wills.,,
dal volere,volere,will,noun,from the will,"abstract,emotion",,,m,s,,,False,False,False,articulated_preposition,il,dal,da,contraction of da + il,Questo nasce dal volere comune.,This stems from the common will.,,
dai voleri,volere,will,noun,from the wills,"abstract,emotion",,,m,p,,,False,False,False,articulated_preposition,i,dai,da,contraction of da + i; rare plural,Le norme derivano dai voleri locali.,The rules derive from local wills.,,
nel volere,volere,will,noun,in the will,"abstract,emotion",,,m,s,,,False,False,False,articulated_preposition,il,nel,in,contraction of in + il,Trova forza nel volere.,He finds strength in the will.,,
nei voleri,volere,will,noun,in the wills,"abstract,emotion",,,m,p,,,False,False,False,articulated_preposition,i,nei,in,contraction of in + i; rare plural,Si perdono nei voleri di troppi.,They get lost in the wills of too many.,,
sul volere,volere,will,noun,about the will,"abstract,emotion",,,m,s,,,False,False,False,articulated_preposition,il,sul,su,contraction of su + il,Sto scrivendo un saggio sul volere.,I am writing an essay about the will.,,
sui voleri,volere,will,noun,about the wills,"abstract,emotion",,,m,p,,,False,False,False,articulated_preposition,i,sui,su,contraction of su + i; rare plural,Discutiamo sui voleri del gruppo.,We discuss the group's wills.,,
col volere,volere,will,noun,with the will,"abstract,emotion",,,m,s,,,False,False,False,articulated_preposition,il,col,con,contraction of con + il,Col volere di tutti riusciremo.,With everyone's will we will succeed.,,
coi voleri,volere,will,noun,with the wills,"abstract,emotion",,,m,p,,,False,False,False,articulated_preposition,i,coi,con,contraction of con + i; rare plural,Coi voleri opposti è difficile.,With opposing wills it is difficult.,,
volta,volta,time/occasion,noun,time/occasion,"time,frequency",,,f,s,,,False,False,False,,,,,base lemma,Ogni volta imparo qualcosa.,Every time I learn something.,,
una volta,volta,time/occasion,noun,once,"time,frequency",,,f,s,,,False,False,False,indefinite,una,una,,,Una volta sono andato a Roma.,Once I went to Rome.,,
la volta,volta,time/occasion,noun,the time,"time,frequency",,,f,s,,,False,False,False,definite,la,la,,,Ricordi la volta scorsa?,Do you remember last time?,,
volte,volta,time/occasion,noun,times,"time,frequency",,,f,p,,,False,False,False,,,,,plural form,Molte volte ho provato.,I have tried many times.,,
le volte,volta,time/occasion,noun,the times,"time,frequency",,,f,p,,,False,False,False,definite,le,le,,,Le volte sono aumentate.,The times have increased.,,
delle volte,volta,time/occasion,noun,some times,"time,frequency",,,f,p,,,False,False,False,indefinite,le,delle,di,partitive plural form,Capita delle volte.,It happens sometimes.,,
della volta,volta,time/occasion,noun,of the time,"time,frequency",,,f,s,,,False,False,False,articulated_preposition,la,della,di,contraction of di + la,Parliamo della volta scorsa.,We are talking about last time.,,
alla volta,volta,time/occasion,noun,at a time,"time,frequency",,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Entrate uno alla volta.,Enter one at a time.,,
alle volte,volta,time/occasion,noun,at times,"time,frequency",,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Alle volte sbaglio anch'io.,At times I make mistakes too.,,
dalla volta,volta,time/occasion,noun,from the time,"time,frequency",,,f,s,,,False,False,False,articulated_preposition,la,dalla,da,contraction of da + la,Dalla volta scorsa ho smesso.,Since last time I have stopped.,,
dalle volte,volta,time/occasion,noun,from the times,"time,frequency",,,f,p,,,False,False,False,articulated_preposition,le,dalle,da,contraction of da + le,Dalle volte passate ho imparato.,From the past times I have learned.,,
nella volta,volta,time/occasion,noun,in the time,"time,frequency",,,f,s,,,False,False,False,articulated_preposition,la,nella,in,contraction of in + la,Nella volta scorsa è andata meglio.,In the last time it went better.,,
nelle volte,volta,time/occasion,noun,in the times,"time,frequency",,,f,p,,,False,False,False,articulated_preposition,le,nelle,in,contraction of in + le,Nelle volte future sarà diverso.,In the future times it will be different.,,
sulla volta,volta,time/occasion,noun,about the time,"time,frequency",,,f,s,,,False,False,False,articulated_preposition,la,sulla,su,contraction of su + la,Ho scritto una nota sulla volta scorsa.,I wrote a note about last time.,,
sulle volte,volta,time/occasion,noun,about the times,"time,frequency",,,f,p,,,False,False,False,articulated_preposition,le,sulle,su,contraction of su + le,Riflettiamo sulle volte passate.,We reflect on the past times.,,
con la volta,volta,time/occasion,noun,with the time,"time,frequency",,,f,s,,,False,False,False,articulated_preposition,la,con la,con,no contraction used with con here,Con la volta giusta riuscirai.,With the right occasion you will succeed.,,
con le volte,volta,time/occasion,noun,with the times,"time,frequency",,,f,p,,,False,False,False,articulated_preposition,le,con le,con,no contraction used with con here,Con le volte capisci meglio.,With the times you understand better.,,
a,a,to,prep,to/at,"core,grammar",simple,,n/a,n/a,,,False,False,False,,,,,simple preposition used for direction time and indirect objects,Vado a casa.,I am going home.,,
al,a,to,prep,to the (masculine singular),"core,grammar",articulated,,m,s,,,False,False,False,articulated_preposition,il,al,a,contraction of a + il,Andiamo al cinema.,We are going to the cinema.,,
allo,a,to,prep,to the (masculine singular before s+consonant or z),"core,grammar",articulated,,m,s,,,False,False,False,articulated_preposition,lo,allo,a,contraction of a + lo,Parlo allo studente.,I speak to the student.,,
all',a,to,prep,to the (before vowel),"core,grammar",articulated,,n/a,s,,,False,False,False,articulated_preposition,l',all',a,contraction of a + l',Vado all'università.,I go to the university.,,
alla,a,to,prep,to the (feminine singular),"core,grammar",articulated,,f,s,,,False,False,False,articulated_preposition,la,alla,a,contraction of a + la,Ritorno alla macchina.,I return to the car.,,
ai,a,to,prep,to the (masculine plural),"core,grammar",articulated,,m,p,,,False,False,False,articulated_preposition,i,ai,a,contraction of a + i,Parlo ai ragazzi.,I speak to the boys.,,
agli,a,to,prep,to the (masculine plural before vowel or s+consonant),"core,grammar",articulated,,m,p,,,False,False,False,articulated_preposition,gli,agli,a,contraction of a + gli,Ho parlato agli amici.,I spoke to the friends.,,
alle,a,to,prep,to the (feminine plural),"core,grammar",articulated,,f,p,,,False,False,False,articulated_preposition,le,alle,a,contraction of a + le,Vado alle riunioni.,I go to the meetings.,,
come,come,as/like/how,prep,as,"manner,comparison",simple,,n/a,n/a,,,False,False,False,,,,,used before nouns to indicate role or capacity,Lavoro come insegnante.,I work as a teacher.,,
con,con,with,prep,with,"core,grammar",simple,,n/a,n/a,,,False,False,False,,,,,base simple preposition,Vengo con te.,I am coming with you.,,
col,con,with,prep,with the,"core,grammar",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of con + il,Vado col treno.,I am going by train.,,
coi,con,with,prep,with the,"core,grammar",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of con + i,Parlo coi ragazzi.,I talk with the boys.,,
da,da,from,prep,from/by/since/at (someone's place),"core,prepositions",simple,,n/a,n/a,,,False,False,False,,,,,simple preposition; meanings include from/by/since/at someone's place,Vengo da Roma.,I come from Rome.,,
dal,da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + il,Vengo dal lavoro.,I am coming from work.,,
dallo,da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + lo,Esco dallo stadio.,I am leaving the stadium.,,
dall',da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + l' before vowel,Parto dall'aeroporto.,I leave from the airport.,,
dalla,da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + la,Prendo il pane dalla panetteria.,I get the bread from the bakery.,,
dai,da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + i,Andiamo dai nonni.,We are going to our grandparents' place.,,
dagli,da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + gli,Imparo dagli errori.,I learn from mistakes.,,
dalle,da,from,prep,from the,"core,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of da + le,Vengo dalle montagne.,I come from the mountains.,,
davanti a,davanti a,in front of,prep,in front of,"place,prepositions",simple,,n/a,n/a,,,False,False,False,,,,,prepositional locution; contracts with articles,Ci vediamo davanti a casa.,We will meet in front of the house.,,
davanti al,davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + il,Ci troviamo davanti al cinema.,We are meeting in front of the cinema.,,
davanti allo,davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + lo,Si ferma davanti allo specchio.,He stops in front of the mirror.,,
davanti alla,davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + la,C'è una panchina davanti alla scuola.,There is a bench in front of the school.,,
davanti all',davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + l',Ci vediamo davanti all'ingresso.,We will meet in front of the entrance.,,
davanti ai,davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + i,La protesta è davanti ai negozi.,The protest is in front of the shops.,,
davanti agli,davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + gli,Parcheggio davanti agli uffici.,I park in front of the offices.,,
davanti alle,davanti a,in front of,prep,in front of the,"place,prepositions",articulated,,n/a,n/a,,,False,False,False,,,,,contraction of a + le,C'è traffico davanti alle case.,There is traffic in front of the houses.,,
dentro,dentro,inside,prep,inside,"space,location",simple,,n/a,n/a,,,False,False,False,,,,,also used as adverb; sometimes dentro a,Metti le chiavi dentro il cassetto.,Put the keys inside the drawer.,,
di,di,of,prep,of,"core,prepositions",simple,,n/a,n/a,,,False,False,False,,,,,simple preposition,Parlo di calcio.,I talk about soccer.,,
della,di,of,prep,of the (feminine),"core,prepositions",articulated,,f,s,,,False,False,False,,,,,contraction of di + la; before vowels becomes dell',Il colore della casa è blu.,The color of the house is blue.,,
del,di,of,prep,of the (masculine),"core,prepositions",articulated,,m,s,,,False,False,False,,,,,contraction of di + il,Parlo del film.,I talk about the film.,,
dello,di,of,prep,"of the (masculine, before s+consonant, z, gn, ps, x, y)","core,prepositions",articulated,,m,s,,,False,False,False,,,,,"contraction of di + lo; before s+consonant, z, gn, ps, x, y",Parlo dello studente.,I talk about the student.,,
dell',di,of,prep,of the,"core,prepositions",articulated,,m,s,,,False,False,False,,,,,contraction of di + l'; before vowel (masculine),Parlo dell'uomo.,I talk about the man.,,
dei,di,of,prep,of the,"core,prepositions",articulated,,m,p,,,False,False,False,,,,,contraction of di + i,Parlo dei libri.,I talk about the books.,,
